id,created_at,favorite_count,retweet_count
823719002937630720,Tue Jan 24 02:28:08 +0000 2017,0,12953
823699002998870016,Tue Jan 24 01:08:40 +0000 2017,13826,2772
823581115634085888,Mon Jan 23 17:20:14 +0000 2017,14376,3031
823333489516937216,Mon Jan 23 00:56:15 +0000 2017,777,31
823322678127919110,Mon Jan 23 00:13:17 +0000 2017,17437,4637
823269594223824897,Sun Jan 22 20:42:21 +0000 2017,0,11421
822975315408461824,Sun Jan 22 01:12:59 +0000 2017,19139,3958
822872901745569793,Sat Jan 21 18:26:02 +0000 2017,132810,48265
822859134160621569,Sat Jan 21 17:31:20 +0000 2017,14576,2622
822647212903690241,Sat Jan 21 03:29:14 +0000 2017,0,7390
822610361945911296,Sat Jan 21 01:02:48 +0000 2017,16327,3423
822489057087389700,Fri Jan 20 17:00:46 +0000 2017,20083,7390
822462944365645825,Fri Jan 20 15:17:01 +0000 2017,31800,17209
822244816520155136,Fri Jan 20 00:50:15 +0000 2017,38832,11421
822163064745328640,Thu Jan 19 19:25:24 +0000 2017,0,5571
821886076407029760,Thu Jan 19 01:04:45 +0000 2017,12582,2692
821813639212650496,Wed Jan 18 20:16:54 +0000 2017,0,3839
821765923262631936,Wed Jan 18 17:07:18 +0000 2017,9317,1899
821522889702862852,Wed Jan 18 01:01:34 +0000 2017,8871,2030
821421320206483457,Tue Jan 17 18:17:58 +0000 2017,0,6470
821407182352777218,Tue Jan 17 17:21:47 +0000 2017,13075,5053
821153421864615936,Tue Jan 17 00:33:26 +0000 2017,280,10
821149554670182400,Tue Jan 17 00:18:04 +0000 2017,9718,2320
821107785811234820,Mon Jan 16 21:32:06 +0000 2017,10645,2487
821044531881721856,Mon Jan 16 17:20:45 +0000 2017,14021,2636
820837357901512704,Mon Jan 16 03:37:31 +0000 2017,0,7733
820749716845686786,Sun Jan 15 21:49:15 +0000 2017,34984,11525
820690176645140481,Sun Jan 15 17:52:40 +0000 2017,13518,3716
820494788566847489,Sun Jan 15 04:56:16 +0000 2017,0,648
820446719150292993,Sun Jan 15 01:45:15 +0000 2017,0,2980
820314633777061888,Sat Jan 14 17:00:24 +0000 2017,3706,648
820078625395449857,Sat Jan 14 01:22:35 +0000 2017,21979,7246
820013781606658049,Fri Jan 13 21:04:55 +0000 2017,0,1369
819952236453363712,Fri Jan 13 17:00:21 +0000 2017,5927,1369
819924195358416896,Fri Jan 13 15:08:56 +0000 2017,14305,5607
819711362133872643,Fri Jan 13 01:03:12 +0000 2017,14916,3604
819588359383371776,Thu Jan 12 16:54:26 +0000 2017,10606,2271
819347104292290561,Thu Jan 12 00:55:47 +0000 2017,8008,1383
819238181065359361,Wed Jan 11 17:42:57 +0000 2017,2550,462
819227688460238848,Wed Jan 11 17:01:16 +0000 2017,25652,7733
819015337530290176,Wed Jan 11 02:57:27 +0000 2017,0,42228
819015331746349057,Wed Jan 11 02:57:26 +0000 2017,0,21794
819006400881917954,Wed Jan 11 02:21:57 +0000 2017,49960,21794
819004803107983360,Wed Jan 11 02:15:36 +0000 2017,95450,42228
818646164899774465,Tue Jan 10 02:30:30 +0000 2017,0,24069
818627210458333184,Tue Jan 10 01:15:10 +0000 2017,24597,8564
818614493328580609,Tue Jan 10 00:24:38 +0000 2017,10971,2982
818588835076603904,Mon Jan 09 22:42:41 +0000 2017,0,7126
818536468981415936,Mon Jan 09 19:14:36 +0000 2017,12127,2873
818307523543449600,Mon Jan 09 04:04:51 +0000 2017,0,9366
818259473185828864,Mon Jan 09 00:53:55 +0000 2017,12197,2621
818145370475810820,Sun Jan 08 17:20:31 +0000 2017,13671,3014
817908911860748288,Sun Jan 08 01:40:55 +0000 2017,5356,906
817827839487737858,Sat Jan 07 20:18:46 +0000 2017,57622,31314
817777686764523521,Sat Jan 07 16:59:28 +0000 2017,11901,3084
817536400337801217,Sat Jan 07 01:00:41 +0000 2017,13105,3505
817502432452313088,Fri Jan 06 22:45:43 +0000 2017,0,3917
817423860136083457,Fri Jan 06 17:33:29 +0000 2017,38260,17504
817415592588222464,Fri Jan 06 17:00:38 +0000 2017,6267,1131
817181837579653120,Fri Jan 06 01:31:47 +0000 2017,0,9907
817171292965273600,Fri Jan 06 00:49:53 +0000 2017,9690,2326
817120970343411712,Thu Jan 05 21:29:55 +0000 2017,13367,3011
817056546584727552,Thu Jan 05 17:13:55 +0000 2017,9517,1927
816829038950027264,Thu Jan 05 02:09:53 +0000 2017,0,5496
816816676327063552,Thu Jan 05 01:20:46 +0000 2017,11071,2361
816697700272001025,Wed Jan 04 17:27:59 +0000 2017,10905,2545
816450570814898180,Wed Jan 04 01:05:59 +0000 2017,33961,9366
816336735214911488,Tue Jan 03 17:33:39 +0000 2017,9564,2269
816091915477250048,Tue Jan 03 01:20:49 +0000 2017,9927,2500
816062466425819140,Mon Jan 02 23:23:48 +0000 2017,0,1207
816014286006976512,Mon Jan 02 20:12:21 +0000 2017,0,6154
815990720817401858,Mon Jan 02 18:38:42 +0000 2017,5545,1207
815966073409433600,Mon Jan 02 17:00:46 +0000 2017,25057,9907
815745968457060357,Mon Jan 02 02:26:09 +0000 2017,0,4797
815736392542261248,Mon Jan 02 01:48:06 +0000 2017,10937,2625
815639385530101762,Sun Jan 01 19:22:38 +0000 2017,9161,1918
815390420867969024,Sun Jan 01 02:53:20 +0000 2017,11467,4407
814986499976527872,Sat Dec 31 00:08:17 +0000 2016,8485,1505
814638523311648768,Fri Dec 30 01:05:33 +0000 2016,12511,3130
814578408554463233,Thu Dec 29 21:06:41 +0000 2016,0,6750
814530161257443328,Thu Dec 29 17:54:58 +0000 2016,9629,2156
814153002265309185,Wed Dec 28 16:56:16 +0000 2016,32000,10080
813944609378369540,Wed Dec 28 03:08:11 +0000 2016,0,3732
813910438903693312,Wed Dec 28 00:52:25 +0000 2016,10342,2194
813812741911748608,Tue Dec 27 18:24:12 +0000 2016,40402,16267
813800681631023104,Tue Dec 27 17:36:16 +0000 2016,9300,2060
813217897535406080,Mon Dec 26 03:00:30 +0000 2016,20783,8476
813202720496779264,Mon Dec 26 02:00:11 +0000 2016,10192,2090
813187593374461952,Mon Dec 26 01:00:05 +0000 2016,22085,5096
813172488309972993,Mon Dec 26 00:00:03 +0000 2016,10384,2236
813157409116065792,Sun Dec 25 23:00:08 +0000 2016,8588,2557
813142292504645637,Sun Dec 25 22:00:04 +0000 2016,9361,2728
813130366689148928,Sun Dec 25 21:12:41 +0000 2016,4968,513
813127251579564032,Sun Dec 25 21:00:18 +0000 2016,13242,3652
813112105746448384,Sun Dec 25 20:00:07 +0000 2016,11515,3225
813096984823349248,Sun Dec 25 19:00:02 +0000 2016,11694,4207
813081950185472002,Sun Dec 25 18:00:17 +0000 2016,10989,3220
813066809284972545,Sun Dec 25 17:00:08 +0000 2016,8865,2276
813051746834595840,Sun Dec 25 16:00:16 +0000 2016,23337,8503
812781120811126785,Sat Dec 24 22:04:54 +0000 2016,8380,2191
812747805718642688,Sat Dec 24 19:52:31 +0000 2016,0,8067
812709060537683968,Sat Dec 24 17:18:34 +0000 2016,7373,1665
812503143955202048,Sat Dec 24 03:40:19 +0000 2016,6787,1424
812466873996607488,Sat Dec 24 01:16:12 +0000 2016,8900,2231
812372279581671427,Fri Dec 23 19:00:19 +0000 2016,15224,4252
811985624773361665,Thu Dec 22 17:23:53 +0000 2016,8102,1647
811744202451197953,Thu Dec 22 01:24:33 +0000 2016,8429,1884
811647686436880384,Wed Dec 21 19:01:02 +0000 2016,6215,872
811627233043480576,Wed Dec 21 17:39:46 +0000 2016,14265,3650
811386762094317568,Wed Dec 21 01:44:13 +0000 2016,23302,7444
810984652412424192,Mon Dec 19 23:06:23 +0000 2016,5927,1655
810896069567610880,Mon Dec 19 17:14:23 +0000 2016,10093,2090
810657578271330305,Mon Dec 19 01:26:42 +0000 2016,12192,3057
810284430598270976,Sun Dec 18 00:43:57 +0000 2016,39640,13369
810254108431155201,Sat Dec 17 22:43:27 +0000 2016,16380,3901
809920764300447744,Sat Dec 17 00:38:52 +0000 2016,17250,4521
809808892968534016,Fri Dec 16 17:14:20 +0000 2016,0,5711
809448704142938112,Thu Dec 15 17:23:04 +0000 2016,7727,1696
809220051211603969,Thu Dec 15 02:14:29 +0000 2016,22246,6554
809084759137812480,Wed Dec 14 17:16:53 +0000 2016,14685,4046
808838249661788160,Wed Dec 14 00:57:20 +0000 2016,11271,3536
808733504066486276,Tue Dec 13 18:01:07 +0000 2016,8784,2509
808501579447930884,Tue Dec 13 02:39:32 +0000 2016,12595,3007
808344865868283904,Mon Dec 12 16:16:49 +0000 2016,47281,24069
808134635716833280,Mon Dec 12 02:21:26 +0000 2016,0,6961
808106460588765185,Mon Dec 12 00:29:28 +0000 2016,9701,2525
808001312164028416,Sun Dec 11 17:31:39 +0000 2016,14015,4098
807621403335917568,Sat Dec 10 16:22:02 +0000 2016,16236,4288
807106840509214720,Fri Dec 09 06:17:20 +0000 2016,107015,56625
807059379405148160,Fri Dec 09 03:08:45 +0000 2016,0,8521
807010152071229440,Thu Dec 08 23:53:08 +0000 2016,14514,4418
806629075125202948,Wed Dec 07 22:38:52 +0000 2016,75639,37911
806620845233815552,Wed Dec 07 22:06:10 +0000 2016,0,6426
806576416489959424,Wed Dec 07 19:09:37 +0000 2016,5370,2230
806542213899489280,Wed Dec 07 16:53:43 +0000 2016,11363,2752
806242860592926720,Tue Dec 06 21:04:11 +0000 2016,0,13616
806219024703037440,Tue Dec 06 19:29:28 +0000 2016,7145,1388
805958939288408065,Tue Dec 06 02:15:59 +0000 2016,0,6238
805932879469572096,Tue Dec 06 00:32:26 +0000 2016,9178,2209
805826884734976000,Mon Dec 05 17:31:15 +0000 2016,7335,2132
805823200554876929,Mon Dec 05 17:16:37 +0000 2016,0,9374
805520635690676224,Sun Dec 04 21:14:20 +0000 2016,6368,1905
805487436403003392,Sun Dec 04 19:02:24 +0000 2016,9773,2929
805207613751304193,Sun Dec 04 00:30:29 +0000 2016,8680,1972
804738756058218496,Fri Dec 02 17:27:25 +0000 2016,15326,4480
804475857670639616,Fri Dec 02 00:02:45 +0000 2016,6886,2355
804413760345620481,Thu Dec 01 19:56:00 +0000 2016,0,3712
804026241225523202,Wed Nov 30 18:16:08 +0000 2016,49774,18876
803773340896923648,Wed Nov 30 01:31:12 +0000 2016,11203,3220
803692223237865472,Tue Nov 29 20:08:52 +0000 2016,0,8689
803638050916102144,Tue Nov 29 16:33:36 +0000 2016,12270,4828
803380650405482500,Mon Nov 28 23:30:47 +0000 2016,8601,2169
803321560782307329,Mon Nov 28 19:35:59 +0000 2016,0,6221
803276597545603072,Mon Nov 28 16:37:19 +0000 2016,11207,2887
802952499103731712,Sun Nov 27 19:09:28 +0000 2016,10085,2336
802624713319034886,Sat Nov 26 21:26:58 +0000 2016,0,3403
802600418706604034,Sat Nov 26 19:50:26 +0000 2016,7938,1714
802572683846291456,Sat Nov 26 18:00:13 +0000 2016,9959,2926
802323869084381190,Sat Nov 26 01:31:31 +0000 2016,18124,6808
802265048156610565,Fri Nov 25 21:37:47 +0000 2016,7039,1573
802247111496568832,Fri Nov 25 20:26:31 +0000 2016,0,5247
802239329049477120,Fri Nov 25 19:55:35 +0000 2016,10132,3040
802185808107208704,Fri Nov 25 16:22:55 +0000 2016,0,314
801958328846974976,Fri Nov 25 01:18:59 +0000 2016,8608,1992
801854953262350336,Thu Nov 24 18:28:13 +0000 2016,1958,275
801538201127157760,Wed Nov 23 21:29:33 +0000 2016,9141,2391
801285448605831168,Wed Nov 23 04:45:12 +0000 2016,6802,960
801167903437357056,Tue Nov 22 20:58:07 +0000 2016,27386,6961
801127390143516673,Tue Nov 22 18:17:08 +0000 2016,0,4627
801115127852503040,Tue Nov 22 17:28:25 +0000 2016,8992,2429
800859414831898624,Tue Nov 22 00:32:18 +0000 2016,778,113
800855607700029440,Tue Nov 22 00:17:10 +0000 2016,0,1889
800751577355128832,Mon Nov 21 17:23:47 +0000 2016,11701,3214
800513324630806528,Mon Nov 21 01:37:04 +0000 2016,14685,3495
800459316964663297,Sun Nov 20 22:02:27 +0000 2016,10538,2489
800443802682937345,Sun Nov 20 21:00:48 +0000 2016,0,5068
800388270626521089,Sun Nov 20 17:20:08 +0000 2016,12456,3265
800188575492947969,Sun Nov 20 04:06:37 +0000 2016,0,4581
800141422401830912,Sun Nov 20 00:59:15 +0000 2016,17092,2980
800018252395122689,Sat Nov 19 16:49:49 +0000 2016,31768,15351
799774291445383169,Sat Nov 19 00:40:24 +0000 2016,0,5488
799757965289017345,Fri Nov 18 23:35:32 +0000 2016,9390,2506
799422933579902976,Fri Nov 18 01:24:14 +0000 2016,8965,2213
799308762079035393,Thu Nov 17 17:50:33 +0000 2016,0,6478
799297110730567681,Thu Nov 17 17:04:16 +0000 2016,11065,3227
799063482566066176,Thu Nov 17 01:35:54 +0000 2016,9058,2863
798933969379225600,Wed Nov 16 17:01:16 +0000 2016,14712,5203
798925684722855936,Wed Nov 16 16:28:21 +0000 2016,8246,1663
798705661114773508,Wed Nov 16 01:54:03 +0000 2016,0,7724
798701998996647937,Wed Nov 16 01:39:30 +0000 2016,0,9126
798697898615730177,Wed Nov 16 01:23:12 +0000 2016,0,7602
798694562394996736,Wed Nov 16 01:09:57 +0000 2016,0,5812
798686750113755136,Wed Nov 16 00:38:54 +0000 2016,0,2702
798682547630837760,Wed Nov 16 00:22:12 +0000 2016,0,5515
798673117451325440,Tue Nov 15 23:44:44 +0000 2016,0,6485
798665375516884993,Tue Nov 15 23:13:58 +0000 2016,0,4519
798644042770751489,Tue Nov 15 21:49:12 +0000 2016,0,2153
798628517273620480,Tue Nov 15 20:47:30 +0000 2016,0,2272
798585098161549313,Tue Nov 15 17:54:59 +0000 2016,0,6618
798576900688019456,Tue Nov 15 17:22:24 +0000 2016,0,6871
798340744599797760,Tue Nov 15 01:44:00 +0000 2016,0,3924
798209839306514432,Mon Nov 14 17:03:50 +0000 2016,11548,2954
797971864723324932,Mon Nov 14 01:18:12 +0000 2016,13018,3652
797545162159308800,Sat Nov 12 21:02:38 +0000 2016,16198,5656
797236660651966464,Sat Nov 12 00:36:46 +0000 2016,22328,7726
797165961484890113,Fri Nov 11 19:55:50 +0000 2016,256,32
796904159865868288,Fri Nov 11 02:35:32 +0000 2016,0,10411
796865951799083009,Fri Nov 11 00:03:42 +0000 2016,8564,2198
796759840936919040,Thu Nov 10 17:02:03 +0000 2016,13256,3562
796563435802726400,Thu Nov 10 04:01:37 +0000 2016,0,8536
796484825502875648,Wed Nov 09 22:49:15 +0000 2016,8472,2042
796387464403357696,Wed Nov 09 16:22:22 +0000 2016,12334,4861
796177847564038144,Wed Nov 09 02:29:25 +0000 2016,0,16628
796149749086875649,Wed Nov 09 00:37:46 +0000 2016,36177,16628
796125600683540480,Tue Nov 08 23:01:49 +0000 2016,5511,2079
796116448414461957,Tue Nov 08 22:25:27 +0000 2016,10139,2813
796080075804475393,Tue Nov 08 20:00:55 +0000 2016,9469,2703
796031486298386433,Tue Nov 08 16:47:50 +0000 2016,12071,4284
795464331001561088,Mon Nov 07 03:14:10 +0000 2016,55683,27728
795400264262053889,Sun Nov 06 22:59:35 +0000 2016,11270,3323
795076730285391872,Sun Nov 06 01:33:58 +0000 2016,18139,6288
794983741416415232,Sat Nov 05 19:24:28 +0000 2016,0,3942
794926597468000259,Sat Nov 05 15:37:24 +0000 2016,11492,2697
794355576146903043,Fri Nov 04 01:48:22 +0000 2016,0,12014
794332329137291264,Fri Nov 04 00:15:59 +0000 2016,10686,3088
794205286408003585,Thu Nov 03 15:51:10 +0000 2016,10314,3895
793962221541933056,Wed Nov 02 23:45:19 +0000 2016,18910,5711
793845145112371200,Wed Nov 02 16:00:06 +0000 2016,10295,2187
793614319594401792,Wed Nov 02 00:42:53 +0000 2016,0,3661
793601777308463104,Tue Nov 01 23:53:02 +0000 2016,8926,1908
793500921481273345,Tue Nov 01 17:12:16 +0000 2016,11953,2786
793286476301799424,Tue Nov 01 03:00:09 +0000 2016,27597,10723
793271401113350145,Tue Nov 01 02:00:14 +0000 2016,9677,2763
793256262322548741,Tue Nov 01 01:00:05 +0000 2016,22350,9714
793241302385262592,Tue Nov 01 00:00:38 +0000 2016,11780,3812
793226087023144960,Mon Oct 31 23:00:11 +0000 2016,11001,3338
793210959003287553,Mon Oct 31 22:00:04 +0000 2016,9997,3301
793195938047070209,Mon Oct 31 21:00:23 +0000 2016,17063,6547
793180763617361921,Mon Oct 31 20:00:05 +0000 2016,7740,2310
793165685325201412,Mon Oct 31 19:00:10 +0000 2016,10478,3238
793150605191548928,Mon Oct 31 18:00:14 +0000 2016,6909,1984
793135492858580992,Mon Oct 31 17:00:11 +0000 2016,7214,2893
793120401413079041,Mon Oct 31 16:00:13 +0000 2016,14202,4551
792913359805018113,Mon Oct 31 02:17:31 +0000 2016,16063,4715
792883833364439040,Mon Oct 31 00:20:11 +0000 2016,12666,4964
792773781206999040,Sun Oct 30 17:02:53 +0000 2016,8209,1963
792394556390137856,Sat Oct 29 15:55:58 +0000 2016,15128,4998
792050063153438720,Fri Oct 28 17:07:05 +0000 2016,8029,2088
791821351946420224,Fri Oct 28 01:58:16 +0000 2016,0,24514
791784077045166082,Thu Oct 27 23:30:09 +0000 2016,0,11271
791780927877898241,Thu Oct 27 23:17:38 +0000 2016,0,4432
791774931465953280,Thu Oct 27 22:53:48 +0000 2016,37818,21156
791672322847637504,Thu Oct 27 16:06:04 +0000 2016,13129,3661
791406955684368384,Wed Oct 26 22:31:36 +0000 2016,14670,4797
791312159183634433,Wed Oct 26 16:14:55 +0000 2016,9841,2963
791026214425268224,Tue Oct 25 21:18:40 +0000 2016,0,4858
790987426131050500,Tue Oct 25 18:44:32 +0000 2016,11089,2483
790946055508652032,Tue Oct 25 16:00:09 +0000 2016,18601,5496
790723298204217344,Tue Oct 25 01:14:59 +0000 2016,0,2704
790698755171364864,Mon Oct 24 23:37:28 +0000 2016,9158,2203
790581949425475584,Mon Oct 24 15:53:19 +0000 2016,22473,8183
790337589677002753,Sun Oct 23 23:42:19 +0000 2016,8740,2167
790277117346975746,Sun Oct 23 19:42:02 +0000 2016,14081,3732
790227638568808452,Sun Oct 23 16:25:25 +0000 2016,0,4190
789986466051088384,Sun Oct 23 00:27:05 +0000 2016,10369,2704
789960241177853952,Sat Oct 22 22:42:52 +0000 2016,0,4839
789903600034189313,Sat Oct 22 18:57:48 +0000 2016,11673,4858
789628658055020548,Sat Oct 22 00:45:17 +0000 2016,8448,2080
789599242079838210,Fri Oct 21 22:48:24 +0000 2016,7620,2279
789530877013393408,Fri Oct 21 18:16:44 +0000 2016,13188,3942
789314372632018944,Fri Oct 21 03:56:25 +0000 2016,9615,2666
789280767834746880,Fri Oct 21 01:42:53 +0000 2016,0,5747
789268448748703744,Fri Oct 21 00:53:56 +0000 2016,10196,3014
789137962068021249,Thu Oct 20 16:15:26 +0000 2016,10875,3244
788908386943430656,Thu Oct 20 01:03:11 +0000 2016,30653,14409
788765914992902144,Wed Oct 19 15:37:03 +0000 2016,30658,12014
788552643979468800,Wed Oct 19 01:29:35 +0000 2016,0,8407
788412144018661376,Tue Oct 18 16:11:17 +0000 2016,16060,5990
788178268662984705,Tue Oct 18 00:41:57 +0000 2016,8100,2488
788150585577050112,Mon Oct 17 22:51:57 +0000 2016,6865,1510
788070120937619456,Mon Oct 17 17:32:13 +0000 2016,0,3952
788039637453406209,Mon Oct 17 15:31:05 +0000 2016,6867,1535
787810552592695296,Mon Oct 17 00:20:47 +0000 2016,9717,3540
787717603741622272,Sun Oct 16 18:11:26 +0000 2016,11416,3240
787397959788929025,Sat Oct 15 21:01:17 +0000 2016,12120,3300
787322443945877504,Sat Oct 15 16:01:13 +0000 2016,8726,2032
787111942498508800,Sat Oct 15 02:04:45 +0000 2016,0,7798
786963064373534720,Fri Oct 14 16:13:10 +0000 2016,29725,9327
786729988674449408,Fri Oct 14 00:47:00 +0000 2016,0,2827
786709082849828864,Thu Oct 13 23:23:56 +0000 2016,20296,7069
786664955043049472,Thu Oct 13 20:28:35 +0000 2016,11957,2996
786595970293370880,Thu Oct 13 15:54:28 +0000 2016,10497,3601
786363235746385920,Thu Oct 13 00:29:39 +0000 2016,12189,4072
786286427768250368,Wed Oct 12 19:24:27 +0000 2016,8930,3352
786233965241827333,Wed Oct 12 15:55:59 +0000 2016,17178,5571
786051337297522688,Wed Oct 12 03:50:17 +0000 2016,1614,179
786036967502913536,Wed Oct 12 02:53:11 +0000 2016,0,8237
785927819176054784,Tue Oct 11 19:39:28 +0000 2016,12696,3652
785872687017132033,Tue Oct 11 16:00:24 +0000 2016,7489,2130
785639753186217984,Tue Oct 11 00:34:48 +0000 2016,8735,2561
785533386513321988,Mon Oct 10 17:32:08 +0000 2016,10183,2334
785515384317313025,Mon Oct 10 16:20:36 +0000 2016,6800,1477
785264754247995392,Sun Oct 09 23:44:41 +0000 2016,8128,1911
785170936622350336,Sun Oct 09 17:31:53 +0000 2016,13491,5639
784826020293709826,Sat Oct 08 18:41:19 +0000 2016,11310,3712
784517518371221505,Fri Oct 07 22:15:26 +0000 2016,10039,2970
784431430411685888,Fri Oct 07 16:33:21 +0000 2016,6329,1491
784183165795655680,Fri Oct 07 00:06:50 +0000 2016,22513,9374
784057939640352768,Thu Oct 06 15:49:14 +0000 2016,33505,12953
783839966405230592,Thu Oct 06 01:23:05 +0000 2016,33689,12643
783821107061198850,Thu Oct 06 00:08:09 +0000 2016,8209,2269
783695101801398276,Wed Oct 05 15:47:27 +0000 2016,11650,3737
783466772167098368,Wed Oct 05 00:40:09 +0000 2016,9468,2608
783391753726550016,Tue Oct 04 19:42:03 +0000 2016,18908,6441
783347506784731136,Tue Oct 04 16:46:14 +0000 2016,0,6533
783334639985389568,Tue Oct 04 15:55:06 +0000 2016,32651,13616
783085703974514689,Mon Oct 03 23:25:55 +0000 2016,9112,2565
782969140009107456,Mon Oct 03 15:42:44 +0000 2016,26949,8521
782747134529531904,Mon Oct 03 01:00:34 +0000 2016,8310,1604
782722598790725632,Sun Oct 02 23:23:04 +0000 2016,19250,6238
782598640137187329,Sun Oct 02 15:10:30 +0000 2016,8694,2184
782305867769217024,Sat Oct 01 19:47:08 +0000 2016,18630,6470
782021823840026624,Sat Oct 01 00:58:26 +0000 2016,0,7236
781955203444699136,Fri Sep 30 20:33:43 +0000 2016,12357,3920
781661882474196992,Fri Sep 30 01:08:10 +0000 2016,11634,3129
781655249211752448,Fri Sep 30 00:41:48 +0000 2016,4466,1314
781524693396357120,Thu Sep 29 16:03:01 +0000 2016,23163,6426
781308096455073793,Thu Sep 29 01:42:20 +0000 2016,7973,2961
781251288990355457,Wed Sep 28 21:56:36 +0000 2016,9428,2458
781163403222056960,Wed Sep 28 16:07:23 +0000 2016,10895,3168
780931614150983680,Wed Sep 28 00:46:20 +0000 2016,24192,8536
780858289093574656,Tue Sep 27 19:54:58 +0000 2016,8033,2328
780800785462489090,Tue Sep 27 16:06:28 +0000 2016,6141,1505
780601303617732608,Tue Sep 27 02:53:48 +0000 2016,13525,3839
780543529827336192,Mon Sep 26 23:04:13 +0000 2016,7040,2032
780496263422808064,Mon Sep 26 19:56:24 +0000 2016,0,4319
780476555013349377,Mon Sep 26 18:38:05 +0000 2016,0,136
780459368902959104,Mon Sep 26 17:29:48 +0000 2016,5892,1224
780192070812196864,Sun Sep 25 23:47:39 +0000 2016,9712,2589
780092040432480260,Sun Sep 25 17:10:10 +0000 2016,0,2655
780074436359819264,Sun Sep 25 16:00:13 +0000 2016,13723,5815
779834332596887552,Sun Sep 25 00:06:08 +0000 2016,21252,8237
779377524342161408,Fri Sep 23 17:50:56 +0000 2016,9831,3613
779124354206535695,Fri Sep 23 01:04:56 +0000 2016,0,21324
779123168116150273,Fri Sep 23 01:00:13 +0000 2016,13206,4207
779056095788752897,Thu Sep 22 20:33:42 +0000 2016,16500,5247
778990705243029504,Thu Sep 22 16:13:51 +0000 2016,22342,8437
778774459159379968,Thu Sep 22 01:54:34 +0000 2016,0,11550
778764940568104960,Thu Sep 22 01:16:45 +0000 2016,955,426
778748913645780993,Thu Sep 22 00:13:04 +0000 2016,7717,1562
778650543019483137,Wed Sep 21 17:42:10 +0000 2016,6430,1729
778624900596654080,Wed Sep 21 16:00:17 +0000 2016,5177,1176
778408200802557953,Wed Sep 21 01:39:11 +0000 2016,15135,5023
778396591732486144,Wed Sep 21 00:53:04 +0000 2016,0,14198
778383385161035776,Wed Sep 21 00:00:35 +0000 2016,6515,1271
778286810187399168,Tue Sep 20 17:36:50 +0000 2016,11576,3836
778039087836069888,Tue Sep 20 01:12:28 +0000 2016,9417,3065
778027034220126208,Tue Sep 20 00:24:34 +0000 2016,7320,1885
777953400541634568,Mon Sep 19 19:31:59 +0000 2016,0,4080
777885040357281792,Mon Sep 19 15:00:20 +0000 2016,7078,1893
777684233540206592,Mon Sep 19 01:42:24 +0000 2016,12518,3403
777641927919427584,Sun Sep 18 22:54:18 +0000 2016,0,4947
777621514455814149,Sun Sep 18 21:33:11 +0000 2016,9742,2910
777189768882946048,Sat Sep 17 16:57:35 +0000 2016,15921,4999
776819012571455488,Fri Sep 16 16:24:19 +0000 2016,0,15839
776813020089548800,Fri Sep 16 16:00:31 +0000 2016,5444,1405
776477788987613185,Thu Sep 15 17:48:25 +0000 2016,9858,3249
776249906839351296,Thu Sep 15 02:42:54 +0000 2016,0,10673
776218204058357768,Thu Sep 15 00:36:55 +0000 2016,33345,18497
776201521193218049,Wed Sep 14 23:30:38 +0000 2016,10681,2919
776113305656188928,Wed Sep 14 17:40:06 +0000 2016,13102,5068
776088319444877312,Wed Sep 14 16:00:49 +0000 2016,2045,179
775898661951791106,Wed Sep 14 03:27:11 +0000 2016,0,17621
775842724423557120,Tue Sep 13 23:44:54 +0000 2016,13022,3116
775733305207554048,Tue Sep 13 16:30:07 +0000 2016,15413,4627
775729183532220416,Tue Sep 13 16:13:44 +0000 2016,14361,5302
775364825476165632,Mon Sep 12 16:05:54 +0000 2016,8295,3472
775350846108426240,Mon Sep 12 15:10:21 +0000 2016,11309,4532
775096608509886464,Sun Sep 11 22:20:06 +0000 2016,0,9220
775085132600442880,Sun Sep 11 21:34:30 +0000 2016,17281,5488
774757898236878852,Sat Sep 10 23:54:11 +0000 2016,9462,2035
774639387460112384,Sat Sep 10 16:03:16 +0000 2016,7508,2013
774314403806253056,Fri Sep 09 18:31:54 +0000 2016,24167,6478
773985732834758656,Thu Sep 08 20:45:53 +0000 2016,11925,4492
773922284943896577,Thu Sep 08 16:33:46 +0000 2016,7110,1999
773704687002451968,Thu Sep 08 02:09:06 +0000 2016,7317,1891
773670353721753600,Wed Sep 07 23:52:41 +0000 2016,5935,1501
773547596996571136,Wed Sep 07 15:44:53 +0000 2016,24553,7126
773336787167145985,Wed Sep 07 01:47:12 +0000 2016,0,5912
773308824254029826,Tue Sep 06 23:56:05 +0000 2016,25846,8640
773247561583001600,Tue Sep 06 19:52:39 +0000 2016,10414,3699
773191612633579521,Tue Sep 06 16:10:20 +0000 2016,11117,4736
772877495989305348,Mon Sep 05 19:22:09 +0000 2016,9555,4501
772826264096874500,Mon Sep 05 15:58:34 +0000 2016,8842,2669
772615324260794368,Mon Sep 05 02:00:22 +0000 2016,0,3914
772581559778025472,Sun Sep 04 23:46:12 +0000 2016,7192,1968
772193107915964416,Sat Sep 03 22:02:38 +0000 2016,6665,1612
772152991789019136,Sat Sep 03 19:23:13 +0000 2016,4181,1300
772117678702071809,Sat Sep 03 17:02:54 +0000 2016,4165,848
772114945936949249,Sat Sep 03 16:52:02 +0000 2016,3005,546
772102971039580160,Sat Sep 03 16:04:27 +0000 2016,4448,1065
771908950375665664,Sat Sep 03 03:13:29 +0000 2016,7298,2181
